Michael Buchan,Webbie is one of the more well-known programs in blind computer user's minds and,this article is an overview of the webbie browser and accessible programs,webbie-programs.sh
The contributers at the blind installer project,Look! We started a new project! It's called the blind installer and it aims to	walk new blind and visually impaired users through the task of installing various software to make it easier for them to access a computer. You can,click here to find out more about the blind installer project,blind-installer.sh
